External_Id__c,Owner.External_Id__c,Account.External_Id__c,Subject,Description,Status_Options,First_Contact_Close__c,DateTime_Opened_c__c,DateTime_Closed_c__c,Status,Product_Family_KB__c,CSAT__c,Origin,Priority,Reason,Type_of_Support__c,Milestone_Status__c,BusinessHours.Name
W_Case.00011,W_User.00007,W_Account.00034,Need additional product information,I just became in charge of your product at my company. Can you send me some additional information on how it works?,Closed,false,2015-05-17 11:22:13,2015-05-29 11:22:13,Closed,Home Theatre,58,Mobile Device,Low,Problem Resolved,Standard,Closed - Compliant,North America
W_Case.00012,W_User.00013,W_Account.00019,Customer called to make a payment,Customer called in to make a payment on their account and had a question about updating their mailing address.,New,false,2016-04-13 17:17:36,2016-04-28 17:17:36,New,Enterprise,0,Twitter,Medium,Hardware Issue,Standard,Open - Compliant,Australia and New Zealand
W_Case.00013,W_User.00009,W_Account.00062,How do I upgrade my service?,I really like your service and I'd like to get the upgraded service.  How do I go about doing this?,Closed,false,2015-12-06 04:15:32,2015-12-06 04:15:32,Closed,Hotspot Services,79,Phone,High,Problem Resolved,Standard,Closed - Compliant,Australia and New Zealand
W_Case.00014,W_User.00016,W_Account.00012,What does your service contract cover?,I'm deciding if I need a service contract for your products.  Where can I find out what's covered and what's not?,New,false,2015-03-11 20:42:40,2015-03-11 20:42:40,New,Consumer,0,LinkedIn,Low,Software Issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00015,W_User.00013,W_Account.00007,How do I upgrade?,"I've been a happy customer of yours for more than a year, and I'd like to upgrade.  What's the best way to do this?",Escalated,true,2015-09-14 13:50:22,2015-09-20 13:50:22,Escalated,Headphones,0,Mobile Device,Critical,Mail delivery issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00016,W_User.00007,W_Account.00012,Billing statement reprint,I've managed to lose my most recent billing statement from you.  Would you mind sending me a reprint?  That would really help me out.  Thank you!,Working,false,2016-07-14 09:44:55,2016-07-14 09:44:55,Working,Conferencing,0,Email,Low,Hardware Issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00017,W_User.00009,W_Account.00020,I can't understand the installation instructions,"I've just purchased your product, but I'm having trouble understanding the installation instructions. Can you help me get started?",New,false,2016-07-27 23:55:51,2016-07-28 23:55:51,New,Speakers,0,Q&A,High,Software Issue,Standard,Open - Compliant,North America
W_Case.00018,W_User.00003,W_Account.00012,Billing issue,There's a problem with my bill - I have two statements for this month.  Please help!,Working,true,2016-05-20 13:15:30,2016-05-21 13:15:30,Working,Headphones,0,Mobile Device,Medium,Mail delivery issue,Premium,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00019,W_User.00002,W_Account.00063,I need to pay my invoice.,It looks like I accidentally forgot to pay my invoice this month.  What's the quickest way to do this?,On Hold,false,2015-05-14 01:57:21,2015-05-14 01:57:21,On Hold,Hotspot Services,0,Community,Low,Problem Resolved,Standard,Open - Compliant,Asia
W_Case.00020,W_User.00019,W_Account.00056,Initiating return process.,Customer is having issues with the product and would like to initiate a return.,Working,false,2016-03-04 04:32:58,2016-03-04 04:32:58,Working,Speakers,0,Website,Medium,Hardware Issue,Standard,Open - Compliant,North America
W_Case.00021,W_User.00011,W_Account.00018,Can I access your community from my mobile device?,"If I want to participate in your community from the road, can I do it from my mobile device?",Waiting on Customer,false,2015-03-17 22:56:32,2015-03-17 22:56:32,Waiting on Customer,Conferencing,0,Phone,High,Problem Resolved,Premium,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00022,W_User.00003,W_Account.00002,I have a product suggestion.,"I've been using your products for a long time, and I have a suggestion that I think would make them even better.  What's the best way to share this with you?",New,false,2016-12-07 23:08:59,2016-12-13 23:08:59,New,Enterprise,0,Mobile Device,Low,Software Issue,Standard,Open - Compliant,North America
W_Case.00023,W_User.00015,W_Account.00032,Billing statement reprint,I've managed to lose my most recent billing statement from you.  Would you mind sending me a reprint?  That would really help me out.  Thank you!,Closed in Community,false,2016-05-23 22:24:04,2016-06-10 22:24:04,Closed in Community,Hotspot Services,68,Email,Low,New problem,Standard,Closed - Compliant,24/7 Follow-The-Sun Service
W_Case.00024,W_User.00015,W_Account.00050,I need to pay my invoice.,It looks like I accidentally forgot to pay my invoice this month.  What's the quickest way to do this?,Warning,false,2015-03-07 10:13:02,2015-03-10 10:13:02,Warning,Speakers,0,Mobile Device,Medium,Existing problem,Standard,Open - Compliant,Asia
W_Case.00025,W_User.00003,W_Account.00072,Can you help me get set up?,"I've just become a customer, and I'd like to get set up.  Can you please walk me through the steps necessary to do this?",New,false,2016-11-07 03:58:08,2016-11-07 03:58:08,New,Headphones,0,Email,Medium,Software Issue,Premium,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00026,W_User.00016,W_Account.00005,Projector lamp replacement,how to?,Working,true,2016-10-19 12:34:43,2016-10-19 12:34:43,Working,Consumer,0,Community,Low,Mail delivery issue,Standard,Open - Compliant,Australia and New Zealand
W_Case.00027,W_User.00015,W_Account.00084,Need most recent invoice,I'm afraid I've lost my most recent invoice.  Would you mind sending it to me?  Thanks!,Attention,false,2016-10-14 09:40:32,2016-10-20 09:40:32,Attention,Hotspot Services,0,Phone,Medium,Hardware Issue,Standard,Open - Compliant,Asia
W_Case.00028,W_User.00003,W_Account.00069,Please expedite my order.,What are my options for receiving my order more quickly?  Can I pay an expediting fee?,Closed,false,2016-08-06 03:55:08,2016-08-16 03:55:08,Closed,Speakers,67,Phone,High,Problem Resolved,Premium,Closed - Compliant,Australia and New Zealand
W_Case.00029,W_User.00011,W_Account.00075,I need to pay my invoice.,It seems I have an invoice that's overdue.  What's the best way to go about paying this quickly?,On Hold,false,2016-07-02 19:18:06,2016-07-17 19:18:06,On Hold,Projectors,0,Phone,Low,Problem Resolved,Standard,Open - Compliant,Australia and New Zealand
W_Case.00030,W_User.00008,W_Account.00060,Shipping container appears damaged,"When your product arrived, the box was damaged, and I'm not certain if your product is working properly.  What's the return process?",Closed in Community,false,2016-03-07 21:06:32,2016-03-17 21:06:32,Closed in Community,Hotspot Services,73,Phone,Low,New problem,Premium,Closed - Compliant,24/7 Follow-The-Sun Service
W_Case.00031,W_User.00012,W_Account.00083,How do I troubleshoot a product issue?,"I've been having a little trouble with your product, and I'm wondering if I can get some help figuring it out.",On Hold,false,2015-02-24 10:44:10,2015-02-24 10:44:10,On Hold,Headphones,0,Phone,Critical,New problem,Standard,Open - Compliant,Asia
W_Case.00032,W_User.00011,W_Account.00072,Help with a product issue?,"I'm using your product, and it doesn't seem to be working the way I expected.  Can you help me figure this out?",On Hold,false,2015-05-07 09:13:13,2015-05-16 09:13:13,On Hold,Headphones,0,Email,Low,Mail delivery issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00033,W_User.00007,W_Account.00083,Where do I get your mobile app?,"I'd like to use your mobile app, but I'm not sure where to get it.  Can you point me in the right direction?",Closed,false,2015-01-07 06:24:15,2015-01-09 06:24:15,Closed,Speakers,74,Mobile Device,High,Documentation Issue,Standard,Closed - Compliant,North America
W_Case.00034,W_User.00019,W_Account.00005,Where do I submit a product suggestion?,I'd have an idea for an improvement to one of your products.  What's the best way for me to get this into your feature planning process?,Response Received,false,2015-01-26 04:23:48,2015-01-27 04:23:48,Response Received,Hotspot Services,0,Website,Low,Software Issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00035,W_User.00013,W_Account.00048,What’s the product warranty policy?,"My product has been super reliable up until this point, but now it just won’t start.  I’ve tried everything to resolve the issue and no luck.  I’m trying to figure out whether it’s still under warranty.",Escalated,false,2015-02-21 17:01:43,2015-02-21 17:01:43,Escalated,Projectors,0,Instagram,Low,Software Issue,Standard,Open - Compliant,Europe and the Middle East
W_Case.00036,W_User.00011,W_Account.00050,Question about my last billing statement,I can't figure out my balance on my last billing statement.  I can't seem to make it match anything.  Can you help me figure it out?,New,false,2016-05-19 12:12:04,2016-06-02 12:12:04,New,Headphones,0,Email,Medium,Software Issue,Premium,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00037,W_User.00006,W_Account.00074,How do I set up auto-renewal?,I don't want to have to remember to renew my service each time.  How do I set this up so I don't have to?,Closed,true,2016-12-06 03:27:05,2016-12-15 03:27:05,Closed,Headphones,56,Email,Low,Documentation Issue,Standard,Closed - Compliant,24/7 Follow-The-Sun Service
W_Case.00038,W_User.00004,W_Account.00017,Shipping container appears damaged,"When your product arrived, the box was damaged, and I'm not certain if your product is working properly.  What's the return process?",Closed,false,2015-07-23 14:17:30,2015-07-29 14:17:30,Closed,Consumer,82,Phone,Low,Problem Resolved,Premium,Closed - Compliant,24/7 Follow-The-Sun Service
W_Case.00039,W_User.00008,W_Account.00003,Help with a product issue?,"I'm using your product, and it doesn't seem to be working the way I expected.  Can you help me figure this out?",New,false,2016-05-22 08:32:41,2016-05-26 08:32:41,New,Consumer,0,Phone,Low,Mail delivery issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00040,W_User.00008,W_Account.00088,Please send shipping confirmation.,"I placed an order last week, but still haven't received a shipping confirmation.  Can you please sent it to me?",Working,true,2015-01-14 14:08:08,2015-01-24 14:08:08,Working,Enterprise,0,Phone,Low,Existing problem,Premium,Open - Violation,North America
W_Case.00041,W_User.00014,W_Account.00034,Please change my contact information.,Hi!  My wife will be taking over this account.  How do I change the billing contact to her?,Closed,false,2015-07-24 19:32:32,2015-07-24 19:32:32,Closed,Projectors,90,Twitter,Critical,Problem Resolved,Standard,Closed - Compliant,Europe and the Middle East
W_Case.00042,W_User.00008,W_Account.00004,Shipping container appears damaged,"When your product arrived, the box was damaged, and I'm not certain if your product is working properly.  What's the return process?",Closed,false,2015-01-13 03:28:50,2015-01-22 03:28:50,Closed,Home Theatre,77,Phone,Medium,Existing problem,Standard,Closed - Compliant,Australia and New Zealand
W_Case.00043,W_User.00010,W_Account.00072,I need to pay my invoice.,It looks like I accidentally forgot to pay my invoice this month.  What's the quickest way to do this?,Working,false,2016-12-13 07:20:10,2016-12-16 07:20:10,Working,Projectors,0,Mobile Device,Low,Feature Request,Premium,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00044,W_User.00012,W_Account.00063,How do I upgrade?,"I've been a happy customer of yours for more than a year, and I'd like to upgrade.  What's the best way to do this?",Working,false,2015-05-18 23:17:58,2015-05-25 23:17:58,Working,Headphones,0,Website,Medium,Documentation Issue,Standard,Open - Compliant,Asia
W_Case.00045,W_User.00002,W_Account.00080,Billing issue,There's a problem with my bill - I have two statements for this month.  Please help!,Closed,false,2016-01-19 09:20:14,2016-01-19 09:20:14,Closed,Headphones,98,Email,Low,Mail delivery issue,Standard,Closed - Compliant,Asia
W_Case.00046,W_User.00008,W_Account.00088,How do I diagnose this product issue?,"I tried to figure it out on my own, but I can't seem to.  Can you help me?",New,false,2016-09-12 23:34:23,2016-09-14 23:34:23,New,Consumer,0,Phone,Low,Hardware Issue,Standard,Open - Compliant,North America
W_Case.00047,W_User.00013,W_Account.00008,Product manual is missing,I think I may have lost my user manual.  Can you please tell me where I can get a new one?,Working,false,2015-05-17 21:23:18,2015-05-29 21:23:18,Working,Speakers,0,Phone,Low,Problem Resolved,Standard,Open - Compliant,Asia
W_Case.00048,W_User.00008,W_Account.00002,Product manual is missing,I think I may have lost my user manual.  Can you please tell me where I can get a new one?,Closed,false,2015-07-28 23:56:19,2015-07-31 23:56:19,Closed,Speakers,83,Phone,High,Software Issue,Standard,Closed - Compliant,Asia
W_Case.00049,W_User.00010,W_Account.00050,How do I set up auto-renewal?,I don't want to have to remember to renew my service each time.  How do I set this up so I don't have to?,Working,false,2015-03-11 04:55:32,2015-03-25 04:55:32,Working,Enterprise,0,Twitter,Low,New problem,Standard,Open - Compliant,Australia and New Zealand
W_Case.00050,W_User.00013,W_Account.00099,I have a question about my contract.,Is there any sort of penalty for early renewal?  I can't seem to find anything about it.,New,false,2015-03-26 03:16:41,2015-04-01 03:16:41,New,Headphones,0,Community,Medium,Feature Request,Standard,Open - Compliant,North America
W_Case.00051,W_User.00002,W_Account.00057,Product upgrade suggestion,I think your product would be much better if we were able to upgrade it ourselves.,Working,false,2016-06-14 15:49:58,2016-06-16 15:49:58,Working,Hotspot Services,0,Google,Medium,Documentation Issue,Premium,Open - Compliant,North America
W_Case.00052,W_User.00019,W_Account.00026,Error on my bill,It appears that I was charged twice this month on my bill.  Can you help?,Working,false,2016-06-23 05:11:27,2016-07-01 05:11:27,Working,Projectors,0,Phone,Low,Problem Resolved,Premium,Open - Compliant,Asia
W_Case.00053,W_User.00011,W_Account.00028,Question on my most recent order.,"I recently received my order, but the invoice had the wrong date on it  Can you please look into this for me?  Thank you!",Response Received,true,2016-12-05 00:42:39,2016-12-05 00:42:39,Response Received,Projectors,0,Facebook,Low,Software Issue,Premium,Open - Compliant,Asia
W_Case.00054,W_User.00005,W_Account.00004,How do I change my password?,I'd like to change my password to make it more secure.  Where do I do this?,Working,false,2015-01-31 15:30:26,2015-02-04 15:30:26,Working,Projectors,0,Email,Medium,Existing problem,Premium,Open - Compliant,North America
W_Case.00055,W_User.00002,W_Account.00042,Billing statement incorrect,Customer's statement is incorrect - he has been billed twice for this month.,New,false,2015-10-08 04:35:58,2015-10-08 04:35:58,New,Projectors,0,Community,Medium,Hardware Issue,Standard,Open - Compliant,Europe and the Middle East
W_Case.00056,W_User.00008,W_Account.00009,How do I check my order status?,"I ordered two days ago, and I just want to make sure that the order has been shipped and is on its way.  Thank you!",Working,false,2016-10-01 01:00:07,2016-10-22 01:00:07,Working,Speakers,0,Google,Medium,New problem,Standard,Open - Compliant,Australia and New Zealand
W_Case.00057,W_User.00002,W_Account.00078,Incorrect bill,By bill is displaying incorrect information.  I was billed double last month.  Please help with this stat!,New,false,2015-11-21 06:57:13,2015-11-28 06:57:13,New,Home Theatre,0,Q&A,Low,Mail delivery issue,Premium,Open - Compliant,North America
W_Case.00058,W_User.00015,W_Account.00093,Facebook Message from: Larry Baxter,"I've been a loyal customer for quite some time now, and I'd like to know if there's any program for recognizing and rewarding customers like me?",On Hold,false,2015-01-12 16:08:27,2015-01-16 16:08:27,On Hold,Speakers,0,Twitter,Low,Feature Request,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00059,W_User.00008,W_Account.00012,Billing statement reprint,I've managed to lose my most recent billing statement from you.  Would you mind sending me a reprint?  That would really help me out.  Thank you!,New,false,2015-05-26 05:51:12,2015-06-16 05:51:12,New,Projectors,0,Phone,Medium,Feature Request,Standard,Open - Compliant,Asia
W_Case.00060,W_User.00019,W_Account.00086,How do I diagnose this product issue?,"I tried to figure it out on my own, but I can't seem to.  Can you help me?",Closed,false,2016-03-25 02:02:05,2016-03-29 02:02:05,Closed,Projectors,53,Q&A,Medium,Hardware Issue,Standard,Closed - Compliant,Asia
W_Case.00061,W_User.00017,W_Account.00066,How do I create a secure password?,I'd like to make sure my password is the strongest possible.  What are your password policies?,Escalated,true,2015-10-27 07:01:56,2015-11-08 07:01:56,Escalated,Home Theatre,0,Q&A,Low,Feature Request,Standard,Open - Compliant,Asia
W_Case.00062,W_User.00013,W_Account.00083,Product manual is missing,I think I may have lost my user manual.  Can you please tell me where I can get a new one?,Working,false,2016-05-17 07:16:21,2016-05-20 07:16:21,Working,Hotspot Services,0,Facebook,Low,Existing problem,Standard,Open - Compliant,North America
W_Case.00063,W_User.00007,W_Account.00055,Product upgrade suggestion,I think your product would be much better if we were able to upgrade it ourselves.,Working,false,2015-05-01 20:50:10,2015-05-05 20:50:10,Working,Consumer,0,LinkedIn,Medium,Existing problem,Premium,Open - Compliant,North America
W_Case.00064,W_User.00019,W_Account.00025,How do I become a partner?,I'm interested in becoming one of your partners.  How do I go about doing this?,On Hold,false,2016-08-10 15:55:43,2016-08-10 15:55:43,On Hold,Projectors,0,Community,High,Documentation Issue,Standard,Open - Compliant,North America
W_Case.00065,W_User.00018,W_Account.00036,Incorrect bill,By bill is displaying incorrect information.  I was billed double last month.  Please help with this stat!,Closed,true,2015-02-20 09:35:06,2015-02-24 09:35:06,Closed,Conferencing,98,Phone,Low,Problem Resolved,Standard,Closed - Compliant,Asia
W_Case.00066,W_User.00001,W_Account.00051,Where do I get your mobile app?,"I'd like to use your mobile app, but I'm not sure where to get it.  Can you point me in the right direction?",Working,false,2016-09-25 05:17:08,2016-09-25 05:17:08,Working,Home Theatre,0,Twitter,Low,Feature Request,Standard,Open - Compliant,Asia
W_Case.00067,W_User.00001,W_Account.00096,Items missing from shipment.,"Our shipment arrived, but there are several items missing.  Would you mind confirming if they were on the invoice?",On Hold,false,2015-12-10 23:43:24,2015-12-13 23:43:24,On Hold,Conferencing,0,Phone,Low,Feature Request,Premium,Open - Compliant,North America
W_Case.00068,W_User.00004,W_Account.00090,Items missing from shipment.,"Our shipment arrived, but there are several items missing.  Would you mind confirming if they were on the invoice?",Working,true,2015-04-05 20:15:32,2015-04-11 20:15:32,Working,Home Theatre,0,Email,Medium,New problem,Standard,Open - Compliant,Europe and the Middle East
W_Case.00069,W_User.00006,W_Account.00037,How do I upgrade my service?,I really like your service and I'd like to get the upgraded service.  How do I go about doing this?,Working,false,2016-06-28 18:41:35,2016-07-08 18:41:35,Working,Projectors,0,Email,Low,Feature Request,Standard,Open - Compliant,North America
W_Case.00070,W_User.00013,W_Account.00018,What’s the product warranty policy?,"My product has been super reliable up until this point, but now it just won’t start.  I’ve tried everything to resolve the issue and no luck.  I’m trying to figure out whether it’s still under warranty.",Working,false,2016-04-05 13:52:23,2016-04-19 13:52:23,Working,Home Theatre,0,Phone,Low,Hardware Issue,Standard,Open - Compliant,Asia
W_Case.00071,W_User.00015,W_Account.00041,Billing issue,There's a problem with my bill - I have two statements for this month.  Please help!,Working,false,2015-05-11 06:50:48,2015-05-15 06:50:48,Working,Conferencing,0,Phone,Medium,Mail delivery issue,Standard,Open - Violation,Europe and the Middle East
W_Case.00072,W_User.00014,W_Account.00088,What are your service hours?,"I'm located abroad, and I'd like to know if you have service hours outside of regular business hours.",Working,false,2016-06-21 23:34:21,2016-06-25 23:34:21,Working,Conferencing,0,Twitter,Low,Feature Request,Premium,Open - Compliant,Asia
W_Case.00073,W_User.00009,W_Account.00070,Is my personal information safe?,"I've been hearing a lot about data security recently, and I'd just like to make sure that your company is keeping my personal information safe.",Closed,false,2016-06-01 17:19:42,2016-06-01 17:19:42,Closed,Speakers,57,Website,Low,Hardware Issue,Standard,Closed - Compliant,24/7 Follow-The-Sun Service
W_Case.00074,W_User.00006,W_Account.00091,How do I obtain your annual report?,"I'm researching successful companies, and I'm unable to find your annual report.  Can you guide me to the right place?",Warning,false,2015-10-10 15:14:20,2015-10-10 15:14:20,Warning,Home Theatre,0,Phone,Medium,Existing problem,Standard,Open - Compliant,Europe and the Middle East
W_Case.00075,W_User.00015,W_Account.00075,Where do I get your mobile app?,"I'd like to use your mobile app, but I'm not sure where to get it.  Can you point me in the right direction?",Closed,false,2016-09-29 01:13:24,2016-10-11 01:13:24,Closed,Home Theatre,67,Email,Low,Problem Resolved,Standard,Closed - Compliant,North America
W_Case.00076,W_User.00005,W_Account.00066,Setup Instructions are missing,I just received a package from you but it's missing installation instructions. Can you help me?,Attention,false,2016-10-04 07:20:56,2016-10-10 07:20:56,Attention,Conferencing,0,Phone,Low,Problem Resolved,Standard,Open - Compliant,Europe and the Middle East
W_Case.00077,W_User.00006,W_Account.00060,I received the wrong invoice.,I received a different customer's invoice.  Would you mind sending me mine so I can pay it?,Working,true,2016-10-26 06:53:12,2016-10-26 06:53:12,Working,Home Theatre,0,Email,Low,New problem,Standard,Open - Compliant,North America
W_Case.00078,W_User.00019,W_Account.00082,Shipping container appears damaged,"When your product arrived, the box was damaged, and I'm not certain if your product is working properly.  What's the return process?",New,false,2015-05-20 21:07:54,2015-05-20 21:07:54,New,Home Theatre,0,Website,High,Existing problem,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00079,W_User.00008,W_Account.00097,What does your service contract cover?,I'm deciding if I need a service contract for your products.  Where can I find out what's covered and what's not?,Working,true,2016-03-31 23:56:30,2016-04-02 23:56:30,Working,Projectors,0,Phone,Low,New problem,Standard,Open - Compliant,Australia and New Zealand
W_Case.00080,W_User.00006,W_Account.00063,How do I create a secure password?,I'd like to make sure my password is the strongest possible.  What are your password policies?,On Hold,false,2016-05-25 16:58:16,2016-06-01 16:58:16,On Hold,Speakers,0,Website,Medium,Feature Request,Standard,Open - Violation,24/7 Follow-The-Sun Service
W_Case.00081,W_User.00005,W_Account.00023,Twitter Message: Help!  I'm having setup trouble.,"I've misplaced my product manual, and I need help getting set up.  Can you help me?",New,false,2016-08-26 18:05:47,2016-09-04 18:05:47,New,Conferencing,0,Website,Low,Mail delivery issue,Standard,Open - Compliant,Asia
W_Case.00082,W_User.00004,W_Account.00023,Problem with my bill,I've been billed twice this month.  Please resolve ASAP.,On Hold,false,2016-11-05 03:22:51,2016-11-07 03:22:51,On Hold,Enterprise,0,Phone,Low,Hardware Issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00083,W_User.00013,W_Account.00084,Question about my invoice,There appears to be an error on my invoice. Can you help me correct it so I can get it paid?,Closed in Community,false,2015-11-07 19:29:42,2015-11-14 19:29:42,Closed in Community,Hotspot Services,63,Facebook,Critical,Software Issue,Standard,Closed - Compliant,Europe and the Middle East
W_Case.00084,W_User.00002,W_Account.00089,Can you expedite my order?,I need to receive my order right away.  Is there a way you can expedite it?,New,false,2015-08-17 11:43:00,2015-08-23 11:43:00,New,Consumer,0,Mobile Device,Low,Mail delivery issue,Premium,Open - Violation,North America
W_Case.00085,W_User.00009,W_Account.00074,Where can I download your mobile app?,"I'd like to use your app on my mobile phone, but I can't seem to figure out where to download it.  Can you point me in the right direction?",Closed,false,2016-02-11 08:50:24,2016-02-23 08:50:24,Closed,Consumer,61,Q&A,Low,New problem,Standard,Closed - Compliant,24/7 Follow-The-Sun Service
W_Case.00086,W_User.00002,W_Account.00089,I can't understand the installation instructions,"I've just purchased your product, but I'm having trouble understanding the installation instructions. Can you help me get started?",Working,false,2015-02-13 17:16:48,2015-02-18 17:16:48,Working,Projectors,0,Website,High,Software Issue,Standard,Open - Violation,24/7 Follow-The-Sun Service
W_Case.00087,W_User.00019,W_Account.00075,Need guidance getting started with my installation,I need some help getting started with this installation.,On Hold,false,2015-08-13 14:16:44,2015-08-27 14:16:44,On Hold,Projectors,0,Email,Medium,Feature Request,Premium,Open - Compliant,Asia
W_Case.00088,W_User.00008,W_Account.00045,I have a question about my contract.,Is there any sort of penalty for early renewal?  I can't seem to find anything about it.,Working,true,2015-11-29 09:47:58,2015-12-05 09:47:58,Working,Enterprise,0,Website,Medium,Documentation Issue,Standard,Open - Violation,24/7 Follow-The-Sun Service
W_Case.00089,W_User.00017,W_Account.00007,What does your service contract cover?,I'm deciding if I need a service contract for your products.  Where can I find out what's covered and what's not?,On Hold,false,2015-12-04 18:59:35,2015-12-10 18:59:35,On Hold,Home Theatre,0,Phone,Low,Feature Request,Premium,Open - Compliant,North America
W_Case.00090,W_User.00009,W_Account.00090,Assembly instruction help,Need some help with the assembly instructions,Closed,false,2015-05-09 02:51:48,2015-05-15 02:51:48,Closed,Hotspot Services,59,Phone,Low,Hardware Issue,Standard,Closed - Compliant,North America
W_Case.00091,W_User.00006,W_Account.00075,Items missing from shipment.,"Our shipment arrived, but there are several items missing.  Would you mind confirming if they were on the invoice?",Working,false,2015-04-06 15:43:17,2015-04-20 15:43:17,Working,Enterprise,0,LinkedIn,Medium,Mail delivery issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00092,W_User.00015,W_Account.00051,Question on my most recent order.,"I recently received my order, but the invoice had the wrong date on it  Can you please look into this for me?  Thank you!",New,false,2015-09-11 22:38:45,2015-09-13 22:38:45,New,Speakers,0,Website,Low,Mail delivery issue,Premium,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00093,W_User.00007,W_Account.00026,Error on my bill,It appears that I was charged twice this month on my bill.  Can you help?,New,false,2016-04-21 13:35:57,2016-04-21 13:35:57,New,Headphones,0,Mobile Device,High,Hardware Issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00094,W_User.00014,W_Account.00017,I received the wrong invoice.,I received a different customer's invoice.  Would you mind sending me mine so I can pay it?,Waiting on Customer,true,2015-01-22 16:42:02,2015-01-22 16:42:02,Waiting on Customer,Home Theatre,0,Community,Medium,Problem Resolved,Premium,Open - Violation,Asia
